"","X","Date","AveragePrice","Total.Volume","X4046","X4225","X4770","Total.Bags","Small.Bags","Large.Bags","XLarge.Bags","type","year","region"
"7085",37,"2017-04-16",1.27,268722.38,156177.03,33661.51,241,78642.84,59163.58,9889.26,9590,"conventional",2017,"NewOrleansMobile"
"12021",35,"2016-04-24",1.38,9858.95,2236.6,4002.17,0,3620.18,1418.66,2201.52,0,"organic",2016,"Atlanta"
"8575",0,"2018-03-25",1.36,908202.13,142681.06,463136.28,174975.75,127409.04,103579.41,22467.04,1362.59,"conventional",2018,"Chicago"
"6448",36,"2017-04-23",1.38,3193269.98,536784.83,1228762.83,224335.83,1203386.49,762724.52,400843.02,39818.95,"conventional",2017,"GreatLakes"
"3625",36,"2016-04-17",0.98,4154218.26,441314.08,2322236.11,508030.41,882637.66,603191.07,210717.86,68728.73,"conventional",2016,"GreatLakes"
"17180",0,"2017-12-31",1.4,92000.75,1052.21,15703.49,169.38,75075.67,69576.29,5499.38,0,"organic",2017,"Southeast"
"7071",23,"2017-07-23",1.39,262774.91,155838.78,38067.91,78,68790.22,49217,12526.55,7046.67,"conventional",2017,"NewOrleansMobile"
"1929",4,"2015-11-29",0.98,185733.81,49084.79,72843.91,21863.66,41941.45,41606.59,334.86,0,"conventional",2015,"RaleighGreensboro"
"5216",15,"2016-09-11",1.08,3431698.41,1673305.36,497550.12,10177.7,1250665.23,791919.62,455458.67,3286.94,"conventional",2016,"Southeast"
"15727",31,"2017-05-28",1.19,44588.87,11166.37,16.15,0,33406.35,33339.07,67.28,0,"organic",2017,"Houston"
"3695",2,"2016-12-11",1.42,245721.9,3321.92,186954.78,2350.45,53094.75,51964.82,839.65,290.28,"conventional",2016,"HartfordSpringfield"
"4006",1,"2016-12-18",1.1,67720.14,1247.68,33646.11,433.53,32392.82,13133.96,19258.86,0,"conventional",2016,"Louisville"
"16917",2,"2017-12-17",1.54,14047.41,1020.5,8775.1,0,4251.81,4251.81,0,0,"organic",2017,"SanDiego"
"14107",41,"2016-03-13",1.38,20836.85,1821.51,12902.73,0,6112.61,1609.13,4503.48,0,"organic",2016,"SanDiego"
"17432",40,"2017-03-26",1.52,8253.8,1009.21,102.57,0,7142.02,5803.6,1338.42,0,"organic",2017,"Tampa"
"15176",10,"2017-10-22",2.1,33775.92,38.23,23237.19,0,10500.5,10491.61,8.89,0,"organic",2017,"Chicago"
"16581",37,"2017-04-16",1.51,12174.58,981.59,14.6,0,11178.39,10521.57,656.82,0,"organic",2017,"Pittsburgh"
"17458",13,"2017-10-01",1.95,1072521.35,100319.38,230053.24,1966.94,739701.61,658536.46,81088.57,76.58,"organic",2017,"TotalUS"
"16706",3,"2017-12-10",2.12,11025.4,59.16,4370.67,158.91,6436.66,6323.78,112.88,0,"organic",2017,"RaleighGreensboro"
"641",16,"2015-09-06",1.09,729046.74,138154.55,420365.75,19090.66,151435.78,47833.83,103601.95,0,"conventional",2015,"Denver"
"6137",43,"2017-03-05",0.78,272988.49,2739.88,82627.36,1107.95,186513.3,20142.93,166331.26,39.11,"conventional",2017,"CincinnatiDayton"
"14147",29,"2016-06-05",2.3,26850.91,1444.73,23217.46,0,2188.72,2182.05,6.67,0,"organic",2016,"SanFrancisco"
"18179",1,"2018-03-18",1.8,7105.79,1052.26,2821.98,7.09,3224.46,3207.79,16.67,0,"organic",2018,"StLouis"
"6914",25,"2017-07-09",1.43,550195.13,371243.58,67379.1,239.94,111332.51,44355.87,55317.47,11659.17,"conventional",2017,"MiamiFtLauderdale"
"5918",36,"2017-04-23",1.55,147244.2,2554.61,70195.44,39.89,74454.26,72228.55,2225.71,0,"conventional",2017,"BuffaloRochester"
"5048",3,"2016-12-04",1.23,531803.4,75095.01,131322.74,196.84,325188.81,324725.56,191.83,271.42,"conventional",2016,"Seattle"
"7659",28,"2017-06-18",1.28,245564.59,63304.98,98223.11,1955.72,82080.78,75119.47,1746.59,5214.72,"conventional",2017,"RichmondNorfolk"
"9043",0,"2018-03-25",1.15,99982.71,23281.1,29539.62,544.24,46617.75,22506.27,23986.48,125,"conventional",2018,"Spokane"
"9988",29,"2015-06-07",1.84,3485.54,35.17,122.39,0,3327.98,3327.98,0,0,"organic",2015,"HarrisburgScranton"
"13488",46,"2016-02-07",1.9,96595.25,7260.63,23222.81,1329.99,64781.82,38548.58,26233.24,0,"organic",2016,"Northeast"
"8426",0,"2017-12-31",0.89,727024.03,347248.16,158559.97,5628.28,215587.62,78402.09,137088.87,96.66,"conventional",2017,"WestTexNewMexico"
"10084",21,"2015-08-02",1.17,9952.84,9679.37,116.8,0,156.67,146.67,10,0,"organic",2015,"Houston"
"13549",3,"2016-12-04",1.46,5320.93,529.26,41.71,0,4749.96,2106.67,2643.29,0,"organic",2016,"Orlando"
"1669",4,"2015-11-29",1.23,275091.78,11335.64,195284.31,533.71,67938.12,62262.05,5676.07,0,"conventional",2015,"Philadelphia"
"14519",37,"2016-04-10",1.59,3412.46,0,155.06,0,3257.4,1440.82,1816.58,0,"organic",2016,"Syracuse"
"5243",42,"2016-03-06",1.07,3161231.11,1642177.9,592206.11,14794.78,912052.32,493727.49,418324.83,0,"conventional",2016,"Southeast"
"3780",35,"2016-04-24",0.67,1393042.56,656322.91,324423.04,163347.75,248948.86,100132.98,144364.21,4451.67,"conventional",2016,"Houston"
"6788",5,"2017-11-26",1.19,2153918,987928,327525,82683,755782,702784,16197,36801,"conventional",2017,"LosAngeles"
"7336",23,"2017-07-23",1.47,393360.73,35968.15,227600.65,415.16,129376.77,117089.39,10184.05,2103.33,"conventional",2017,"Philadelphia"
"5110",13,"2016-09-25",1.25,327724.02,148997.66,68555.28,6099.85,104071.23,73929.02,30142.21,0,"conventional",2016,"SouthCarolina"
"17789",7,"2018-02-04",1.45,185270.31,4670.38,53564.29,0,126791.01,114470.1,12320.91,0,"organic",2018,"GreatLakes"
"2854",45,"2016-02-14",1.13,98008.16,1640.86,77133.01,12,19222.29,17663.46,1558.83,0,"conventional",2016,"Albany"
"18057",11,"2018-01-07",1.02,48277.42,123.72,6416.92,209.38,41527.4,41246.49,280.91,0,"organic",2018,"RaleighGreensboro"
"1691",26,"2015-06-28",1.38,378931.1,15520.17,234777.69,806.52,127826.72,111168.32,16658.4,0,"conventional",2015,"Philadelphia"
"4773",40,"2016-03-20",1.13,288866.22,57433.83,140113.93,17215.48,74102.98,73376.76,726.22,0,"conventional",2016,"RaleighGreensboro"
"4744",11,"2016-10-09",1.39,254093.87,85813.34,67026.7,20238.33,81015.5,77169.19,3278.25,568.06,"conventional",2016,"RaleighGreensboro"
"9861",6,"2015-11-15",1.65,1663.16,958.54,531.29,0,173.33,173.33,0,0,"organic",2015,"GrandRapids"
"8049",47,"2017-02-05",0.62,9421609.22,5160896.68,1821670.82,430538.46,2008503.26,1652465.83,346207.63,9829.8,"conventional",2017,"SouthCentral"
"3202",29,"2016-06-05",1.25,209797.27,37431.02,77700.5,41412.18,53253.57,45859.12,6333.06,1061.39,"conventional",2016,"Charlotte"
"14212",42,"2016-03-06",1.22,39782,583.7,17846.08,14.43,21337.79,521.41,20816.38,0,"organic",2016,"Seattle"
"11961",27,"2016-06-19",1.45,974.27,10.6,149.57,0,814.1,814.1,0,0,"organic",2016,"Albany"
"12960",38,"2016-04-03",1.54,2278.47,105.56,1178.62,0,994.29,650,344.29,0,"organic",2016,"Indianapolis"
"13263",29,"2016-06-05",1.37,121790.25,2930.32,48335.37,2415.53,68109.03,38824.18,29284.85,0,"organic",2016,"Midsouth"
"15393",15,"2017-09-17",2.02,22029.46,6551.62,478.17,20.59,14979.08,14966.06,13.02,0,"organic",2017,"Denver"
"15474",43,"2017-03-05",0.48,50890.73,717.57,4138.84,0,46034.32,1385.06,44649.26,0,"organic",2017,"Detroit"
"12992",18,"2016-08-21",2,3378.48,1860.99,108.09,9.4,1400,1370,30,0,"organic",2016,"Jacksonville"
"13520",26,"2016-06-26",1.46,12472.06,1.3,149.6,0,12321.16,12321.16,0,0,"organic",2016,"NorthernNewEngland"
"3323",46,"2016-02-07",0.81,302337.87,4898.28,177380.94,30149.6,89909.05,22076.72,61180.85,6651.48,"conventional",2016,"CincinnatiDayton"
"18180",2,"2018-03-11",1.71,8092.62,1127.67,2916.23,0,4048.72,4022.23,26.49,0,"organic",2018,"StLouis"
"17324",38,"2017-04-09",1.42,10153.14,1802.26,1023.4,3.43,7324.05,1400,5924.05,0,"organic",2017,"StLouis"
"1698",33,"2015-05-10",1.32,535922.59,18571.03,381134.53,2051.34,134165.69,118815.58,15350.11,0,"conventional",2015,"Philadelphia"
"6005",17,"2017-09-03",1.65,200900.91,49285.16,69478.02,6029.05,76108.68,67996.4,4698.95,3413.33,"conventional",2017,"Charlotte"
"10372",49,"2015-01-18",1.79,1106.86,5.19,676.38,0,425.29,420,5.29,0,"organic",2015,"Louisville"
"1518",9,"2015-10-25",1.15,3306614.18,88907,2438454.39,3363.89,775888.9,693912.61,81976.29,0,"conventional",2015,"Northeast"
"12452",50,"2016-01-10",1.31,13480.88,689.26,8880.64,0,3910.98,624.9,3286.08,0,"organic",2016,"CincinnatiDayton"
"6776",46,"2017-02-12",0.72,406866.03,128160.12,59930.14,8137.14,210638.63,53528.96,157109.67,0,"conventional",2017,"LasVegas"
"2295",6,"2015-11-15",1.07,224373.12,116059.4,61600.25,11569.87,35143.6,29409.04,5734.56,0,"conventional",2015,"SouthCarolina"
"9827",24,"2015-07-12",1.01,14131.07,481.72,5955.13,0,7694.22,436.67,7257.55,0,"organic",2015,"Detroit"
"9780",29,"2015-06-07",1.44,30890.93,11955.6,4701.62,48.34,14185.37,692.38,13492.99,0,"organic",2015,"Denver"
"916",31,"2015-05-24",1.34,314930.61,4532.15,229800.24,177.56,80420.66,78505.66,1915,0,"conventional",2015,"HartfordSpringfield"
"250",41,"2015-03-15",1.25,417750.36,6085.75,308996.7,111.59,102556.32,101931.87,624.45,0,"conventional",2015,"Boston"
"10748",9,"2015-10-25",1.85,2905.07,2019.57,8.83,0,876.67,876.67,0,0,"organic",2015,"Orlando"
"1743",26,"2015-06-28",0.7,955510.57,668071.26,176318.03,4419.34,106701.94,84853.81,21848.13,0,"conventional",2015,"PhoenixTucson"
"2267",30,"2015-05-31",1.12,543908.18,244319.84,185303.96,14394.68,99889.7,99789.03,97.35,3.32,"conventional",2015,"Seattle"
"1642",29,"2015-06-07",0.98,391556.97,271323.04,33611.14,561.66,86061.13,48219.72,37841.41,0,"conventional",2015,"Orlando"
"5873",44,"2017-02-26",1.24,599178.18,11751.2,489161.87,5887.27,92377.84,88862.29,3515.55,0,"conventional",2017,"Boston"
"8656",9,"2018-01-21",1.01,349565.06,2991.23,143928.98,137321.51,65323.34,23516.4,1183.72,40623.22,"conventional",2018,"GrandRapids"
"10782",43,"2015-03-01",1.7,3031.46,1222.61,28.85,0,1780,1780,0,0,"organic",2015,"Orlando"
"1485",28,"2015-06-14",1.32,1363133.97,23161.35,931945.04,3548.03,404479.55,323080.99,81280.96,117.6,"conventional",2015,"NewYork"
"11412",49,"2015-01-18",1.45,44616.23,6222.73,30224.67,7.34,8161.49,216.67,7944.82,0,"organic",2015,"Seattle"
"1490",33,"2015-05-10",1.22,2118593.92,27734.02,1711900.09,4590.52,374369.29,316975.34,57393.95,0,"conventional",2015,"NewYork"
"3587",50,"2016-01-10",1.17,160432.54,3614.64,110381.2,3921.19,42515.51,38446.6,3621.68,447.23,"conventional",2016,"GrandRapids"
"5013",20,"2016-08-07",1.49,753570.45,189861.8,463372.96,28987.5,71348.19,70181.66,869.31,297.22,"conventional",2016,"SanFrancisco"
"4993",0,"2016-12-25",1.18,690027.33,164595.96,462872.97,2525.58,60032.82,52277.99,7459.83,295,"conventional",2016,"SanFrancisco"
"11212",5,"2015-11-22",1.79,4955.07,923.67,3860.73,0,170.67,140.67,30,0,"organic",2015,"Sacramento"
"6744",14,"2017-09-24",1.61,192284.92,59560,62383.75,66.23,70274.94,42658.17,27616.77,0,"conventional",2017,"LasVegas"
"4354",37,"2016-04-10",1.09,3756625.12,113797.04,2340135.2,164663.65,1138029.23,1070178.97,64699.95,3150.31,"conventional",2016,"Northeast"
"6312",6,"2017-11-19",0.99,353938,112881,39979,7326,193752,175882,17533,338,"conventional",2017,"Detroit"
"17181",1,"2017-12-24",1.57,90080.71,1409.87,16980.39,96.76,71593.69,63498.43,8095.26,0,"organic",2017,"Southeast"
"8578",3,"2018-03-04",1.53,820728.47,109595.38,465039.55,104755.22,141338.32,97377.72,42517.93,1442.67,"conventional",2018,"Chicago"
"11170",15,"2015-09-13",1.84,5971.62,89.37,5082.81,0,799.44,793.33,6.11,0,"organic",2015,"Roanoke"
"5681",11,"2017-10-15",1.64,406111.3,197442.9,34760.61,148.61,173759.18,110652.91,63067,39.27,"conventional",2017,"Atlanta"
"6928",39,"2017-04-02",1.71,493610.85,299394.5,74726.71,285.88,119203.76,63253.12,55950.64,0,"conventional",2017,"MiamiFtLauderdale"
"7857",14,"2017-09-24",1.76,653751.09,118405.01,461050.64,2948.47,71346.97,70570.56,463.21,313.2,"conventional",2017,"SanFrancisco"
"7491",19,"2017-08-20",1.53,1548298.16,649040.17,436601.26,6025.98,456630.75,417905.99,34478.09,4246.67,"conventional",2017,"Plains"
"6011",23,"2017-07-23",1.39,215463.51,50924.04,75358.77,5993.87,83186.83,75923.52,4233.31,3030,"conventional",2017,"Charlotte"
"11866",35,"2015-04-26",1.27,389892.07,183001.34,163634.35,524.42,42731.96,9833.16,32898.8,0,"organic",2015,"West"
"2655",2,"2015-12-13",0.93,28041335.38,9855053.66,10805838.91,1016163.17,6364279.64,4964462.13,1371440.28,28377.23,"conventional",2015,"TotalUS"
"14562",28,"2016-06-12",1.42,5150.78,1653.86,56.92,0,3440,3390,50,0,"organic",2016,"Tampa"
"10555",24,"2015-07-12",1.55,2227.05,221.5,5.44,0,2000.11,2000.11,0,0,"organic",2015,"NewOrleansMobile"
"6652",28,"2017-06-18",1.03,223221.9,11623.93,96522.44,1944.09,113131.44,53306.73,58995.18,829.53,"conventional",2017,"Indianapolis"
"17971",9,"2018-01-21",1.59,22101.1,4,664.79,0,21432.31,21432.31,0,0,"organic",2018,"NorthernNewEngland"
"9200",21,"2015-08-02",1.8,5792.88,1981.77,2627.72,0,1183.39,277.57,905.82,0,"organic",2015,"Atlanta"
"5597",32,"2016-05-15",0.7,901217.17,581142.58,136712.42,20624.94,162737.23,97314.33,61552.9,3870,"conventional",2016,"WestTexNewMexico"
"9701",2,"2015-12-13",1.43,12224.14,6036.65,389.17,0,5798.32,5798.32,0,0,"organic",2015,"DallasFtWorth"
"4468",47,"2016-01-31",1.03,329626.92,163156.69,61348.18,159.17,104962.88,45442.34,59520.54,0,"conventional",2016,"Orlando"
"2679",26,"2015-06-28",1.06,32408705.7,13299568.71,11505999.24,1045832.54,6557305.21,5690216.31,846752.4,20336.5,"conventional",2015,"TotalUS"
"15542",5,"2017-11-26",1.52,141104.31,2599.3,37369.95,0,100572.12,89060.03,11512.09,0,"organic",2017,"GreatLakes"
"4399",30,"2016-05-29",1.1,499944.01,19245.04,337329.57,58060.21,85309.19,83274.96,4.23,2030,"conventional",2016,"NorthernNewEngland"
"2083",2,"2015-12-13",1,376689.94,94854.9,221627.68,16953.75,43253.61,43250.73,2.88,0,"conventional",2015,"Sacramento"
"6485",20,"2017-08-13",1.43,238229.99,42116.11,127782.88,58.29,68272.71,55944.4,9001.64,3326.67,"conventional",2017,"HarrisburgScranton"
"8880",5,"2018-02-18",0.59,1544983.15,923293,242108.74,12876.81,366704.6,228817.23,131177.62,6709.75,"conventional",2018,"PhoenixTucson"
"412",47,"2015-02-01",0.98,254009.7,52915.5,71209.89,80813.88,49070.43,33450.14,15620.29,0,"conventional",2015,"Charlotte"
"1178",33,"2015-05-10",0.78,3553642.53,2743972.44,390901.84,60232.29,358535.96,345073.29,10675.7,2786.97,"conventional",2015,"LosAngeles"
"9181",2,"2015-12-13",1.78,3610.91,1589.39,1581.83,0,439.69,208.32,231.37,0,"organic",2015,"Atlanta"
"14951",50,"2017-01-15",1.06,3071.87,0,457.07,0,2614.8,508.41,2106.39,0,"organic",2017,"Boise"
"779",50,"2015-01-11",1.03,185135.41,972.96,127984.25,13798.9,42379.3,39193.44,2896.97,288.89,"conventional",2015,"GrandRapids"
"15133",20,"2017-08-13",2.35,10438.1,33,4739.09,242.97,5423.04,5418.6,4.44,0,"organic",2017,"Charlotte"
"12068",30,"2016-05-29",1.7,23435.02,754.48,10667.23,322.07,11691.24,9420.82,2270.42,0,"organic",2016,"BaltimoreWashington"
"5996",8,"2017-11-05",1.47,187381.18,46741.48,65173.5,4855.57,70610.63,66781.57,3829.06,0,"conventional",2017,"Charlotte"
"8150",42,"2017-03-12",0.83,132799.77,23152.23,30302.15,51.55,79293.84,74945.53,4149.17,199.14,"conventional",2017,"Spokane"
"985",48,"2015-01-25",0.77,983910.94,549415.32,309974.97,4231.47,120289.18,95546.28,24742.9,0,"conventional",2015,"Houston"
"1533",24,"2015-07-12",1.2,4454138.91,110242.95,3051823.18,75096.18,1216976.6,1148604.15,67207.62,1164.83,"conventional",2015,"Northeast"
"3369",40,"2016-03-20",1.04,152572.16,46047.38,35537.84,28532.36,42454.58,22445.88,16153.49,3855.21,"conventional",2016,"Columbus"
"4905",16,"2016-09-04",1.32,472090.23,153239.51,247684.74,4575.47,66590.51,66372.28,2.95,215.28,"conventional",2016,"Sacramento"
"8618",7,"2018-02-04",0.67,1885401.44,855815.37,340887.07,6655.47,682043.53,583353.2,86725.24,11965.09,"conventional",2018,"DallasFtWorth"
"17530",32,"2017-05-21",1.52,252331.06,72450.49,48371.97,249.55,131259.05,19903.15,111355.9,0,"organic",2017,"West"
"9595",0,"2015-12-27",1.43,7088.36,249.94,5919.28,0,919.14,266.67,652.47,0,"organic",2015,"CincinnatiDayton"
"8222",8,"2017-11-05",1.44,52028.11,3247.93,29429.38,67.38,19283.42,7444.72,11838.7,0,"conventional",2017,"Syracuse"
"13402",12,"2016-10-02",2.41,35543.08,3506.59,11530.82,1515.94,18989.73,18656.77,332.96,0,"organic",2016,"NewYork"
"16090",23,"2017-07-23",1.57,176562.15,2368.63,49706.22,1106.94,123369.31,103897.97,19471.34,0,"organic",2017,"Midsouth"
"7145",44,"2017-02-26",1.55,1241381.61,37239.25,855650.14,7080.46,341411.76,269130.72,65872.47,6408.57,"conventional",2017,"NewYork"
"11652",29,"2015-06-07",1.92,3892.36,1910.2,1704.54,0,277.62,103.33,174.29,0,"organic",2015,"StLouis"
"8662",3,"2018-03-04",1.27,3654450.88,753405.33,984160.83,246085.46,1670799.26,1303661.73,309332.66,57804.87,"conventional",2018,"GreatLakes"
"462",45,"2015-02-15",1.17,726401.24,29711.82,488591.6,110446.6,97651.22,92518.95,5112.69,19.58,"conventional",2015,"Chicago"
"5740",17,"2017-09-03",1.62,671504.54,58996.88,435940.98,5348.28,171218.4,168300.59,547.81,2370,"conventional",2017,"BaltimoreWashington"
"7424",5,"2017-11-26",1.02,124119,60144,26227,2176,35572,23424,12148,0,"conventional",2017,"Pittsburgh"
"7207",0,"2017-12-31",1.13,513318.77,12055.64,455794.95,1957.91,43510.27,16181.54,27328.73,0,"conventional",2017,"NorthernNewEngland"
"17083",9,"2017-10-29",1.69,15261.11,132.44,2891.29,66.22,12171.16,10955.01,1216.15,0,"organic",2017,"SouthCarolina"
"16602",5,"2017-11-26",1.78,47738.89,1912.15,12604.73,7.28,33214.73,21333.07,11881.66,0,"organic",2017,"Plains"
"8712",5,"2018-02-18",0.91,186523.76,48716.42,27782.65,4155.93,105868.76,86145.76,17865.71,1857.29,"conventional",2018,"Indianapolis"
"9386",51,"2015-01-04",1.83,2192.13,8.66,939.43,0,1244.04,1244.04,0,0,"organic",2015,"Boston"
"16728",25,"2017-07-09",1.97,10835.76,101.76,5697.63,240.83,4795.54,3907.95,887.59,0,"organic",2017,"RaleighGreensboro"
"15355",30,"2017-06-04",1.08,42392.08,6369.58,4490.33,0,31532.17,31403.21,128.96,0,"organic",2017,"DallasFtWorth"
"11859",28,"2015-06-14",1.71,194492.22,79176.9,72391.43,282.49,42641.4,9416.59,33224.81,0,"organic",2015,"West"
"16939",24,"2017-07-16",2.3,14060.23,693.61,9183.67,0,4182.95,4179.62,3.33,0,"organic",2017,"SanDiego"
"2261",24,"2015-07-12",1.14,597860.19,261870.98,204320.97,12664.42,119003.82,117906.6,980.83,116.39,"conventional",2015,"Seattle"
"14883",35,"2017-04-30",2.15,25696.88,1412.92,11979.18,192.69,12112.09,12103.86,8.23,0,"organic",2017,"BaltimoreWashington"
"10901",6,"2015-11-15",1.43,1387.96,466.03,33.94,0,887.99,360.84,527.15,0,"organic",2015,"Pittsburgh"
"18131",1,"2018-03-18",1.35,16296.42,135.34,4345.05,111.34,11704.69,10661.48,1043.21,0,"organic",2018,"SouthCarolina"
"14571",37,"2016-04-10",1.31,5511.75,1520.71,56.5,0,3934.54,3934.54,0,0,"organic",2016,"Tampa"
"515",46,"2015-02-08",0.93,186617.2,4246.12,140926.77,4185.64,37258.67,17773.67,18571.14,913.86,"conventional",2015,"CincinnatiDayton"
"11926",43,"2015-02-22",1.71,8720.44,2209.31,3488.67,0,3022.46,3017.22,5.24,0,"organic",2015,"WestTexNewMexico"
"1840",19,"2015-08-16",1.08,1727851.85,911935.06,508403.31,14777.59,292735.89,277836.31,13619.13,1280.45,"conventional",2015,"Plains"
"9856",1,"2015-12-20",1.66,1991.44,1015.15,816.29,0,160,160,0,0,"organic",2015,"GrandRapids"
"14291",17,"2016-08-28",1.04,180003.45,48259.41,4469.44,8.79,127265.81,120903.43,6362.38,0,"organic",2016,"SouthCentral"
"12280",34,"2016-05-01",1.24,225346.56,16747.64,132440.93,0,76157.99,76042.95,115.04,0,"organic",2016,"California"
"372",7,"2015-11-08",1.03,164322.04,30860.74,54456.01,49282.25,29723.04,28076.04,1647,0,"conventional",2015,"Charlotte"
"11446",31,"2015-05-24",1.99,3812.69,617.31,1406.36,644.08,1144.94,1059.17,85.77,0,"organic",2015,"SouthCarolina"
"10774",35,"2015-04-26",1.88,2490.11,1845.77,57.67,0,586.67,586.67,0,0,"organic",2015,"Orlando"
"352",39,"2015-03-29",1.1,5341821.67,2609532.63,1869271.31,193577.55,669440.18,605995.11,61958.73,1486.34,"conventional",2015,"California"
"9201",22,"2015-07-26",1.56,7888.45,2286.67,2468.79,0,3132.99,1537.46,1595.53,0,"organic",2015,"Atlanta"
"17914",0,"2018-03-25",1.48,7250.69,43.77,1759.47,0,5447.45,4834.97,612.48,0,"organic",2018,"Nashville"
"1488",31,"2015-05-24",1.37,1515022.63,21741.7,1103694.97,1724.03,387861.93,322563.16,65288.42,10.35,"conventional",2015,"NewYork"
"9644",49,"2015-01-18",1.37,10051.4,282.08,9374.23,0,395.09,351.87,43.22,0,"organic",2015,"CincinnatiDayton"
"12312",14,"2016-09-18",1.74,9074.71,240.75,3850.09,623.35,4360.52,3896.3,464.22,0,"organic",2016,"Charlotte"
"829",48,"2015-01-25",1.13,2928692.32,390289.67,1649082.75,271642.56,617677.34,503612.64,109501,4563.7,"conventional",2015,"GreatLakes"
"4884",47,"2016-01-31",0.99,121477.84,32756.64,52095.37,135.09,36490.74,34167.03,2323.71,0,"conventional",2016,"Roanoke"
"18025",3,"2018-03-04",1.55,74156.41,4937.37,18295.18,0,50923.86,35751.36,15172.5,0,"organic",2018,"Plains"
"18022",0,"2018-03-25",1.54,74180.36,4775.73,19162.3,0,50242.33,38235.54,12006.79,0,"organic",2018,"Plains"
"8080",25,"2017-07-09",1.32,3491991.63,1930025.72,485914.34,4529.63,1071521.94,636669.38,342065.06,92787.5,"conventional",2017,"Southeast"
"15361",36,"2017-04-23",1.34,21958.14,10749.84,560.7,0,10647.6,10470.54,177.06,0,"organic",2017,"DallasFtWorth"
"13528",34,"2016-05-01",1.62,11626.48,0,128.33,0,11498.15,11498.15,0,0,"organic",2016,"NorthernNewEngland"
